"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
997873,"Bacteroides caccae",2666555,0.182185452014544,2665846.8,0.182137164124382
2763026,"Blautia celeris",1712393,0.116994808931952,1711938.4,0.116963816869278
818,"Bacteroides thetaiotaomicron",1286487,0.087895886492435,1285189.9,0.0878073168936034
411459,"Blautia obeum",972820,0.0664654025245266,961847.3,0.0657157600259646
2881264,"Blautia fusiformis",729857,0.0498655859155274,731339.6,0.0499669101491836
858893,"Exophiala dermatitidis",729052,0.0498105863790949,729052,0.0498106135265122
328812,"Parabacteroides goldsteinii",491710,0.0335948100114461,487976.6,0.0333397541640132
1121114,"Blautia producta",476221,0.0325365642725608,476467.7,0.0325534395623198
411485,"Faecalibacterium prausnitzii",445718,0.0304525259374056,443036.2,0.0302693152032421
198214,"Shigella flexneri",440165,0.0300731316196298,440129.9,0.0300707483562027
105841,"Anaerostipes caccae",419268,0.028645398311767,419191.1,0.0286401622188847
330879,"Aspergillus fumigatus",394802,0.0269738223386527,394801.7,0.0269738181861494
89153,"[Clostridium] hylemonae",323458,0.0220994286402195,323639.2,0.0221118189370265
1150298,"Fusicatenibacter saccharivorans",316146,0.0215998552111583,316897.6,0.0216512158072083
1297617,"Intestinimonas butyriciproducens",237567,0.0162311489088878,237566.6,0.016231128219275
435590,"Phocaeicola vulgatus",198382,0.0135539354491279,199085,0.0136019761744119
2763028,"Blautia intestinalis",194445,0.0132849501386501,201421.2,0.013761585437224
187327,"Acidaminococcus intestini",184646,0.012615458887095,184610.8,0.0126130577430911
5480,"Candida parapsilosis",175698,0.0120041100026256,175698,0.0120041165637874
411470,"Mediterraneibacter gnavus",172904,0.0118132172016414,172818.8,0.0118074034155427
28116,"Bacteroides ovatus",101269,0.00691894168320581,99869,0.00682329184897929
2927224,"Akkermansia massiliensis",100141,0.00684187400979484,100141,0.00684187767066907
1196081,"Talaromyces amestolkiae",97999,0.00669552741720059,97999.1,0.00669553645936664
3133172,"Alistipes intestinihominis",97447,0.00665781344936118,96661.5,0.00660414923979905
36656,"Penicillium crustosum",80938,0.00552987885685957,80939.4,0.00552997428242633
39483,"Faecalitalea cylindroides",73910,0.00504970899096211,74112.3,0.00506353228243657
742742,"Collinsella tanakaei",71895,0.00491203934386714,71894.6,0.00491201592758296
102148,"Solobacterium moorei",67470,0.00460971269950228,67474.7,0.00461003663466289
3133155,"Faecalibacterium intestinale",66360,0.00453387482939041,60009.3,0.00409998026950719
563192,"Bilophila wadsworthia",61093,0.00417402071958934,61093,0.00417402300102366
674529,"Bacteroides faecis",58690,0.00400984197915798,59327.6,0.00405340803709996
2949651,"Parabacteroides sp. TA-V-105",54987,0.00375684411156858,59065.9,0.00403552730915857
5068,"Aspergillus tubingensis",49883,0.00340812655386501,49803.3,0.00340268517071789
585394,"Roseburia hominis",46724,0.00319229607487097,44848.4,0.00306415211358608
1912855,"Faecalimonas umbilicata",39179,0.00267680352532681,39339.8,0.00268779030822263
347253,"Streptococcus salivarius",37126,0.00253653762682261,37102.7,0.00253494815454827
3133156,"Faecalibacterium tardum",36011,0.00246035814468322,43488.5,0.00297123914425004
2650157,"Bacteroides zhangwenhongii",35298,0.00241164426955731,33970,0.00232091082105165
1681,"Bifidobacterium bifidum",33730,0.00230451473772361,33729.6,0.00230448628093475
39491,"Agathobacter rectalis",31885,0.0021784598995647,31646.5,0.00216216891898912
1323,"Faecalicoccus pleomorphus",31015,0.00211901940677432,31139.7,0.00212754024058495
1579,"Lactobacillus acidophilus",30568,0.00208847929151305,30568,0.00208848042190253
3133153,"Blautia aquisgranensis",27930,0.00190824478578774,23750.9,0.00162271818485962
2764325,"[Eubacterium] hominis",24508,0.00167444551414557,22864.9,0.00156218524336183
2093857,"Dysosmobacter welbionis",22519,0.00153855224959377,22563.5,0.00154159485938672
2949650,"Parabacteroides sp. W1-Q-101",21835,0.00149181972422754,21982.2,0.00150187495793441
1502,"Clostridium perfringens",20720,0.00141564024208815,20720,0.0014156410158374
1547,"Thomasclavelia ramosa",20608,0.00140798813267145,20522.5,0.00140214716108556
1121115,"Blautia wexlerae",18791,0.00128384632186672,17748.4,0.00121261114923071
1712515,"Butyricicoccus faecihominis",18757,0.00128152336007951,18632.1,0.00127299012243145
39486,"Dorea formicigenerans",18439,0.00125979683512854,17768.7,0.0012140012726855
2981770,"Gallintestinimicrobium propionicum",17421,0.00119024462632324,18196,0.00124319572956127
180164,"Blautia schinkii",15837,0.00108202193600145,18802.7,0.0012846493829222
3133152,"Blautia intestinihominis",15575,0.00106412146575883,15621.1,0.00106727179063926
823,"Parabacteroides distasonis",14989,0.0010240845361322,14635.7,0.000999946307921072
84112,"Eggerthella lenta",13956,0.000953507491244313,13958.1,0.000953652991783645
371601,"Bacteroides xylanisolvens",13610,0.000929867938939173,13684.3,0.000934942897778711
357276,"Phocaeicola dorei",12333,0.000842620227107775,12348,0.000843644419279703
3037989,"Bacteroides vicugnae",11837,0.000808732313976708,11909.2,0.000813663090179345
2763025,"Bacteroides parvus",11130,0.000760428373283835,11915,0.00081406154273793
169435,"Anaerotruncus colihominis",10951,0.000748198662698228,10842,0.000740750634169389
2981789,"Dorea amylophila",10722,0.000732552831837312,12642.2,0.000863743415931979
3030638,"Faecalibacterium taiwanense",10199,0.000696820213757577,10227.3,0.000698754694506887
2935520,"Faecalibacterium hattorii",9314,0.000636354884884604,8032,0.000548763318182051
1796613,"Bacteroides caecimuris",9239,0.00063123070447164,9537.8,0.000651646177288199
508771,"Toxoplasma gondii",9021,0.000616336420071292,9006.6,0.000615351126679448
1851428,"Faecalibacterium longum",8705,0.000594746539931337,9736.8,0.000665241307706665
1169293,"Enterococcus faecalis",8586,0.000586616173676101,8585.9,0.000586611948831746
85831,"Bacteroides acidifaciens",8289,0.000566324419240764,9078.2,0.000620243116478421
2885356,"Hominilimicola fabiformis",8199,0.000560175402745208,7947.8,0.000543015610287049
2715212,"Bacteroides faecium",7212,0.000492741188510604,7133.4,0.000487373894842505
2024197,"Bacteroides cutis",6568,0.000448741559364621,6463.4,0.00044159775973471
1353,"Enterococcus gallinarum",6370,0.000435213723074396,6360.9,0.000434594167346064
291644,"Bacteroides salyersiae",6198,0.000423462269327332,6772,0.000462679337103348
2877527,"Blautia parvula",6173,0.000421754209189678,6086.7,0.0004158602524766
1750560,"Parabacteroides massiliensis",6129,0.000418748023347406,6239,0.000426266459368612
2885348,"Hominifimenecus microfluidus",5811,0.000397021498396439,6420.7,0.000438679471073244
1125630,"Klebsiella pneumoniae",5770,0.000394220279770685,5045.5,0.000344720386930471
89014,"Blautia luti",5593,0.000382127213996091,5665.2,0.000387058282735643
76857,"Fusobacterium polymorphum",5294,0.000361698814749742,5247,0.000358490661131723
301302,"Roseburia faecis",5283,0.000360947268289174,5169.4,0.000353184090270936
2447885,"Bacteroides faecalis",4966,0.000339289065743713,4549.2,0.000310812104431427
671267,"Phocaeicola sartorii",4960,0.000338879131310676,4934.3,0.000337125158815723
1343,"Streptococcus vestibularis",4756,0.000324941360587414,4713.6,0.000322046675308409
997894,"Enterocloster bolteae",4697,0.000320910338662549,4754.1,0.000324813386471196
624,"Shigella sonnei",4361,0.000297954010412471,4090.6,0.000279478119808154
1871006,"Bacteroides congonensis",4341,0.000296587562302348,4198.6,0.000286859617683424
1211819,"Holdemania massiliensis",4317,0.000294947824570199,4399,0.000300550562861164
1463165,"Klebsiella quasipneumoniae",4267,0.00029153170429489,4982.4,0.000340409032333139
592978,"Mediterraneibacter faecis",4238,0.000289550354535211,4102.4,0.000280283817286055
1851427,"Faecalibacterium butyricigenerans",4144,0.000283128048417629,4516.2,0.000308554812261282
99287,"Salmonella enterica",4116,0.000281215021063456,4083.9,0.000279018638298124
1472417,"Butyricimonas paravirosa",4102,0.000280258507386369,3896.4,0.000266214429108169
2763030,"Blautia segnis",4085,0.000279097026492764,4270.2,0.000291752972226116
3078042,"Pilosibacter fragilis",3957,0.000270351758587973,3505.6,0.000239509501389534
2763671,"Jingyaoa shaoxingensis",3866,0.00026413441968691,4198.3,0.000286838394430433
626940,"Phascolarctobacterium succinatutens",3650,0.000249376780097574,3628.4,0.000247898496408899
411483,"Faecalibacterium duncaniae",3626,0.000247737042365426,4058.6,0.000277294036134306
471870,"Bacteroides intestinalis",3554,0.00024281782916898,3645.7,0.000249080489614558
3133157,"Faecalibacterium faecis",3367,0.000230041539339324,3931.3,0.000268592731430372
