# map_tax 3.1.0 | gene database: nr3.1.0 | 150 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75
11
ext_mOTU_v31_15369.COG0525	5.9736350723
ext_mOTU_v31_15372.COG0525	5.8080576910
ext_mOTU_v31_17384.COG0012	22.9062251542
ext_mOTU_v31_17384.COG0016	23.0599468116
ext_mOTU_v31_17384.COG0018	16.6499992703
ext_mOTU_v31_17384.COG0172	16.8155720450
ext_mOTU_v31_17384.COG0215	25.1272854842
ext_mOTU_v31_17384.COG0495	19.3712505113
ext_mOTU_v31_17384.COG0525	24.2736461965
ext_mOTU_v31_17384.COG0533	33.5165441162
ext_mOTU_v31_17384.COG0541	21.1612490726
ext_mOTU_v31_17384.COG0552	22.4469257859
ext_mOTU_v31_17416.COG0495	3.2857473643
ext_mOTU_v31_17482.COG0012	37.7385378198
ext_mOTU_v31_17658.COG0215	1.0259439384
ext_mOTU_v31_17659.COG0016	5.3897000363
ext_mOTU_v31_17731.COG0525	15.4915681113
ext_mOTU_v31_17781.COG0016	49.6369162285
ext_mOTU_v31_17781.COG0018	185.5677867958
ext_mOTU_v31_17781.COG0172	10.4718701293
ext_mOTU_v31_17781.COG0525	4.5006141372
ext_mOTU_v31_17781.COG0552	37.3393326238
ext_mOTU_v31_17782.COG0018	1.9302515491
ext_mOTU_v31_17782.COG0215	1.0010222233
ext_mOTU_v31_17783.COG0018	4.4833852171
ext_mOTU_v31_17860.COG0495	0.7738732055
ext_mOTU_v31_17878.COG0172	6.9812467529
ext_mOTU_v31_18099.COG0012	1.3364999414
ext_mOTU_v31_18220.COG0541	4.3377629678
ext_mOTU_v31_18898.COG0525	9.1185315153
ext_mOTU_v31_20168.COG0016	1.3812988221
ext_mOTU_v31_25009.COG0525	6.4403253123
ext_mOTU_v31_25404.COG0012	2.6875270561
ext_mOTU_v31_26701.COG0552	4.7548555609
ext_mOTU_v31_26742.COG0172	6.3831318387
ext_mOTU_v31_26795.COG0525	580.1580386665
ext_mOTU_v31_26815.COG0533	0.4848088023
ext_mOTU_v31_26820.COG0172	1.1137499512
ext_mOTU_v31_26827.COG0012	3.9666174732
ext_mOTU_v31_26827.COG0016	8.3848199918
ext_mOTU_v31_26827.COG0215	12.0483204466
ext_mOTU_v31_26827.COG0533	6.8490994228
ext_mOTU_v31_26828.COG0525	40.4778972711
ext_mOTU_v31_26855.COG0012	18.8639501270
ext_mOTU_v31_26855.COG0172	3.5321784166
ext_mOTU_v31_26855.COG0215	2.1087632338
ext_mOTU_v31_26855.COG0541	4.0203656775
ext_mOTU_v31_26855.COG0552	5.7071178762
ext_mOTU_v31_26869.COG0215	3.8162534981
ext_mOTU_v31_26869.COG0495	0.5957891305
ext_mOTU_v31_26871.COG0552	3.2320586819
ext_mOTU_v31_26878.COG0215	0.7029210779
ext_mOTU_v31_26896.COG0215	16.4087017767
ext_mOTU_v31_26897.COG0018	29.6714199627
ext_mOTU_v31_26897.COG0495	2.6729998829
ext_mOTU_v31_26898.COG0012	1.3511064982
ext_mOTU_v31_26904.COG0016	10.9081980514
ext_mOTU_v31_26906.COG0012	7.9332349465
ext_mOTU_v31_26906.COG0016	11.5831564138
ext_mOTU_v31_26906.COG0215	12.0483204466
ext_mOTU_v31_26906.COG0525	21.6449990514
ext_mOTU_v31_26906.COG0533	6.8490994228
ext_mOTU_v31_26906.COG0541	16.0374077292
ext_mOTU_v31_27007.COG0495	0.6523812379
ext_mOTU_v31_27042.COG0016	0.6945294639
ext_mOTU_v31_27154.COG0012	31.2942722135
ext_mOTU_v31_27180.COG0495	33.1778902698
