# map_tax 3.1.0 | gene database: nr3.1.0 | 150 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75
3
ext_mOTU_v31_15372.COG0525	0.8072768491
ext_mOTU_v31_16233.COG0012	1.3461946366
ext_mOTU_v31_16233.COG0016	1.4115812332
ext_mOTU_v31_16233.COG0172	1.1331500725
ext_mOTU_v31_16233.COG0215	0.5200562438
ext_mOTU_v31_16233.COG0495	0.6137309710
ext_mOTU_v31_16233.COG0525	1.7789814261
ext_mOTU_v31_16233.COG0552	5.6918598114
ext_mOTU_v31_16234.COG0215	0.5200562438
ext_mOTU_v31_16302.COG0541	51.2044172837
ext_mOTU_v31_17391.COG0525	0.5639879357
ext_mOTU_v31_17411.COG0552	2.0758547547
ext_mOTU_v31_17446.COG0525	0.5595169101
ext_mOTU_v31_17482.COG0012	11.7012654860
ext_mOTU_v31_17594.COG0525	1.0304489473
ext_mOTU_v31_17594.COG0533	0.4843661094
ext_mOTU_v31_17594.COG0541	1.1203025661
ext_mOTU_v31_17611.COG0541	2.9061966566
ext_mOTU_v31_17669.COG0541	0.5335350234
ext_mOTU_v31_17761.COG0541	1.2305439948
ext_mOTU_v31_17777.COG0018	0.3643461885
ext_mOTU_v31_17780.COG0018	0.2651923949
ext_mOTU_v31_17782.COG0018	0.6793914076
ext_mOTU_v31_17782.COG0525	0.1873543540
ext_mOTU_v31_17861.COG0525	2.4022046919
ext_mOTU_v31_17878.COG0525	0.2819939678
ext_mOTU_v31_17956.COG0495	0.1742692881
ext_mOTU_v31_18024.COG0525	1.1190338202
ext_mOTU_v31_18155.COG0495	0.1742692881
ext_mOTU_v31_20663.COG0541	31.7715304263
ext_mOTU_v31_23461.COG0215	45.0048672537
ext_mOTU_v31_25009.COG0012	3.2551082836
ext_mOTU_v31_26742.COG0172	3.5637870922
ext_mOTU_v31_26790.COG0541	0.4499575880
ext_mOTU_v31_26815.COG0533	28.8197835117
ext_mOTU_v31_26815.COG0541	4.0617247742
ext_mOTU_v31_26816.COG0525	9.4767282282
ext_mOTU_v31_26822.COG0215	20.0709206600
ext_mOTU_v31_26822.COG0541	1.0810797191
ext_mOTU_v31_26824.COG0541	6.2772110147
ext_mOTU_v31_26827.COG0215	0.5233616860
ext_mOTU_v31_26827.COG0533	0.6842845313
ext_mOTU_v31_26828.COG0525	12.1322807221
ext_mOTU_v31_26833.COG0016	41.6199751522
ext_mOTU_v31_26835.COG0495	10.0106178042
ext_mOTU_v31_26871.COG0552	20.9891980758
ext_mOTU_v31_26876.COG0215	3.1335312788
ext_mOTU_v31_26876.COG0525	140.7696936737
ext_mOTU_v31_26876.COG0541	76.8156371353
ext_mOTU_v31_26877.COG0172	210.0618153531
ext_mOTU_v31_26877.COG0541	207.5135747475
ext_mOTU_v31_26882.COG0016	3.2888987710
ext_mOTU_v31_26884.COG0172	1.1624786627
ext_mOTU_v31_26898.COG0012	2.6997455280
ext_mOTU_v31_26906.COG0016	1.4530983283
ext_mOTU_v31_26906.COG0215	0.5233616860
ext_mOTU_v31_26906.COG0533	0.6842845313
ext_mOTU_v31_26944.COG0533	0.4843661094
ext_mOTU_v31_27007.COG0552	1.0602004971
ext_mOTU_v31_27153.COG0533	0.4732312564
ext_mOTU_v31_27157.COG0495	0.2500270403
ext_mOTU_v31_27175.COG0541	65.3568440945
ext_mOTU_v31_27178.COG0012	46.4531952064
ext_mOTU_v31_27196.COG0525	1.4117210755
ext_mOTU_v31_27203.COG0525	1.6766519173
ext_mOTU_v31_27206.COG0533	19.8268780916
ext_mOTU_v31_27206.COG0541	8.4926972552
ext_mOTU_v31_27213.COG0533	0.4732312564
ext_mOTU_v31_27224.COG0016	170.4232122050
ext_mOTU_v31_27224.COG0172	142.1483700362
ext_mOTU_v31_27224.COG0525	59.1792631842
ext_mOTU_v31_27224.COG0541	11.3831875318
ext_mOTU_v31_27224.COG0552	135.8812713115
ext_mOTU_v31_27225.COG0016	21.6122629269
ext_mOTU_v31_27225.COG0172	342.9352856061
ext_mOTU_v31_27225.COG0495	762.4097343448
ext_mOTU_v31_27225.COG0525	100.7489563603
ext_mOTU_v31_27225.COG0541	357.1795052360
ext_mOTU_v31_27244.COG0018	3.9971960488
ext_mOTU_v31_27398.COG0215	2.0457699032
ext_mOTU_v31_27437.COG0016	12.8883503903
ext_mOTU_v31_27437.COG0525	16.9777811557
ext_mOTU_v31_27437.COG0533	16.2712208022
ext_mOTU_v31_27453.COG0016	4.7611982977
ext_mOTU_v31_27524.COG0016	0.6938952691
ext_mOTU_v31_27524.COG0552	0.5289651302
ext_mOTU_v31_29346.COG0495	0.5228078642
ext_mOTU_v31_29347.COG0018	0.2717565631
meta_mOTU_v31_12227.COG0018	0.8917931979
meta_mOTU_v31_12227.COG0552	3.0217335268
meta_mOTU_v31_12239.COG0012	1.3104865560
meta_mOTU_v31_12240.COG0012	264.1546095746
meta_mOTU_v31_12240.COG0016	158.5500984026
meta_mOTU_v31_12240.COG0018	158.8173226409
meta_mOTU_v31_12240.COG0172	155.1097983023
meta_mOTU_v31_12240.COG0495	164.6788820534
meta_mOTU_v31_12240.COG0533	169.0182792417
meta_mOTU_v31_12240.COG0541	163.6928757158
meta_mOTU_v31_12240.COG0552	176.2228800717
meta_mOTU_v31_12259.COG0215	19.0836089471
meta_mOTU_v31_12336.COG0012	12.8760040511
meta_mOTU_v31_12336.COG0018	18.3306043537
meta_mOTU_v31_12336.COG0172	21.9795166072
meta_mOTU_v31_12336.COG0215	1.9948826492
meta_mOTU_v31_12336.COG0495	14.1509700218
meta_mOTU_v31_12336.COG0525	10.1750134661
meta_mOTU_v31_12336.COG0533	21.7964749248
meta_mOTU_v31_12336.COG0541	11.9968824458
meta_mOTU_v31_12336.COG0552	13.7661946894
meta_mOTU_v31_12502.COG0012	34.4048350717
meta_mOTU_v31_12502.COG0016	25.7077339318
meta_mOTU_v31_12502.COG0018	22.5301239180
meta_mOTU_v31_12502.COG0172	10.3647573069
meta_mOTU_v31_12502.COG0215	17.9655793320
meta_mOTU_v31_12502.COG0495	23.4446651583
meta_mOTU_v31_12502.COG0525	22.8925620259
meta_mOTU_v31_12502.COG0533	26.5425531034
meta_mOTU_v31_12502.COG0541	1.4166406642
meta_mOTU_v31_12502.COG0552	34.5837402141
meta_mOTU_v31_12744.COG0018	1.7835863958
meta_mOTU_v31_12744.COG0215	2.2154862405
meta_mOTU_v31_12744.COG0525	2.2559517426
meta_mOTU_v31_12744.COG0533	4.3465111287
meta_mOTU_v31_12744.COG0541	2.1341400934
