"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion"
291644,"Bacteroides salyersiae",2433533,0.150983835425074,2430342.3,0.150785874387306
33038,"Mediterraneibacter gnavus",2354169,0.146059849962507,2341876.7,0.145297197018698
214851,"Subdoligranulum variabile",1707169,0.105917989745275,1712485.6,0.106247846174319
2292357,"Faecalibacterium sp. OM04-11BH",1499213,0.0930157630322379,1499307.1,0.0930216029088902
330879,"Aspergillus fumigatus",1243803,0.0771693449208262,1243778.1,0.0771677970714534
573,"Klebsiella pneumoniae",588638,0.0365209031136806,558462.4,0.0346487190705496
40519,"Ruminococcus callidus",568134,0.035248772198852,566216.4,0.0351297971298158
40520,"Blautia obeum",557071,0.0345623898192797,550812.6,0.0341740973139937
5068,"Aspergillus tubingensis",407713,0.0252957623720998,407364.7,0.0252741505744739
1872530,"Anaerostipes sp.",379414,0.0235400057997853,381567.6,0.0236736208862547
821,"Phocaeicola vulgatus",358446,0.0222390869048318,323912.1,0.0200964960674214
1150298,"Fusicatenibacter saccharivorans",294321,0.0182605756429615,299577.9,0.0185867323243076
46503,"Parabacteroides merdae",273371,0.0169607735230991,304512.6,0.0188928945963201
1108849,"Penicillium rubens",264503,0.0164105756615745,264073.1,0.0163839028644894
2292192,"Bacteroides sp. AF16-49",229667,0.0142492436020265,230135.8,0.0142783280005751
626937,"Christensenella minuta",195294,0.0121166374795429,195830.6,0.0121499304981684
562,"Escherichia coli",188594,0.0117009489734293,203863.7,0.0126483286775722
1351,"Enterococcus faecalis",183065,0.0113579128912947,182964.7,0.0113516911280382
1304,"Streptococcus salivarius",162292,0.0100690923931609,162456.8,0.0100793161323414
1871024,"Mordavella massiliensis",130466,0.008094509946061,119161.6,0.0073931513841441
594,"Salmonella enterica",130416,0.00809140779303031,144622,0.00897279225222083
1033731,"Alistipes timonensis",125165,0.0077656196817464,125204.1,0.00776804276235078
239935,"Akkermansia muciniphila",124623,0.00773199234289363,124615.1,0.00773149931312515
