"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","best_hit_species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","species_group_names"
28116,"Bacteroides ovatus",3514181,0.216012500295819,3399057.3,0.208935985776166,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides","Bacteroides ovatus",72,0.8,1,1,0.1,"Bacteroides acidifaciens, Bacteroides faecis, Bacteroides sp. BFG-637, Bacteroides sp. BFG-638"
1653434,"Sellimonas intestinalis",2191543,0.134711525369865,2191146.2,0.13468713588587,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas","Sellimonas intestinalis","Sellimonas","Sellimonas intestinalis",29,0.98,0.98,0.28,0.28,"Sellimonas intestinalis"
2831966,"Ruminococcus sp. FMBCY1",1336381,0.0821457406883215,1335429.1,0.0820872287045917,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus sp. FMBCY1","Ruminococcus","0",16,1,1,1,0.18,"Ruminococcus intestinalis, Ruminococcus sp., Ruminococcus sp. BSD2780120874_150323_B10, Ruminococcus sp. FMB-CY1, Ruminococcus sp. FMBCY1"
1108849,"Penicillium rubens",1257336,0.0772869391394306,1257278.1,0.0772833771864777,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium rubens","Penicillium","Penicillium rubens",24,1,1,0.94,0,"Penicillium chrysogenum, Penicillium mononematosum, Penicillium rubens"
2292928,"Bacteroides sp. AF29-11",1056510,0.0649424052681223,1031103.6,0.0633807024395993,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp. AF29-11","Bacteroides","Bacteroides uniformis",46,0.7,1,1,0.06,"Bacteroides sp., Bacteroides sp. AF04-22, Bacteroides sp. AM07-18, Bacteroides sp. D20, Bacteroides sp. RTP31139st1_H2_RTP31139_211217, Bacteroides uniformis"
2584645,"Faecalibacterium sp. BIOML-A1",827251,0.0508501289154475,824835.7,0.0507016647407458,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium sp. BIOML-A1","Faecalibacterium","0",43,1,1,1,0.08,"Faecalibacterium prausnitzii, Faecalibacterium sp., Faecalibacterium sp. BIOML-A1, Faecalibacterium sp. BIOML-A2, Faecalibacterium sp. BIOML-A3, Faecalibacterium sp. BIOML-A4, Faecalibacterium sp. Marseille-Q4896, Faecalibacterium taiwanense, uncultured Faecalibacterium sp."
330879,"Aspergillus fumigatus",741817,0.0455986031829161,741831.7,0.0455995080275429,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus fumigatus","Aspergillus","Aspergillus fumigatus",14,1,1,0.76,0.08,"Aspergillus fumigatus"
2838470,"Candidatus Bacteroides intestinigallinarum",654324,0.0402205131845973,757973.3,0.0465917128216589,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Candidatus Bacteroides intestinigallinarum","Bacteroides","Bacteroides sp. OF02-3LB",35,1,1,1,0.02,"Bacteroides sp. AF26-7BH, Bacteroides sp. AF27-33, Bacteroides sp. M10, Bacteroides sp. OF02-3LB, Bacteroides sp. OM05-10AA, Candidatus Bacteroides intestinigallinarum"
2292973,"Blautia sp. AM28-27",593671,0.0364922458641484,594265.3,0.0365287773223875,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia sp. AM28-27","Blautia","Blautia sp. AM28-36",82,0.94,0.98,1,0.86,"Blautia sp. AM28-10, Blautia sp. AM28-27, Blautia sp. AM28-36"
239935,"Akkermansia muciniphila",381965,0.0234789314140314,381906.7,0.0234753495392989,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Akkermansia","Akkermansia muciniphila",9,1,1,0.98,0,"Akkermansia muciniphila, Akkermansia sp. 54_46, Akkermansia sp. UBA7059, Akkermansia sp. UNK.MGS-1"
1229621,"Anaerostipes rhamnosivorans",331466,0.0203748183212685,331188.4,0.0203577557922877,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes rhamnosivorans","Anaerostipes","Anaerostipes rhamnosivorans",28,1,1,0.34,0.08,"Anaerostipes rhamnosivorans"
594,"Salmonella enterica",263420,0.0161921121387671,262901.7,0.0161602544965897,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","Salmonella","Salmonella enterica",110,0.92,0.94,1,0.3,"Salmonella enterica, Salmonella sp. 741265078_PSA, Salmonella sp. 741265115_PSA, Salmonella sp. 741265130_HBA, Salmonella sp. C3211, Salmonella sp. C3238, Salmonella sp. C3239, Salmonella sp. hn-h2, Salmonella sp. zj-f95, Salmonella sp. ZJHZ20_0179"
626932,"Alistipes indistinctus",214278,0.0131714122119457,214292.4,0.0131722967517606,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes indistinctus","Alistipes","Alistipes indistinctus",24,1,1,0.3,0.16,"Alistipes indistinctus"
