tool	rank	metric	sample	value
Gold standard	kingdom	Shannon diversity	2	0.7509663581754409
Gold standard	kingdom	Shannon equitability	2	0.46660163301340757
Gold standard	phylum	Shannon diversity	2	1.0134769771878263
Gold standard	phylum	Shannon equitability	2	0.4226527274500555
Gold standard	class	Shannon diversity	2	1.3358583874524894
Gold standard	class	Shannon equitability	2	0.4621752837859273
Gold standard	order	Shannon diversity	2	1.6488896740412717
Gold standard	order	Shannon equitability	2	0.48479681977041394
Gold standard	family	Shannon diversity	2	1.7562682005483157
Gold standard	family	Shannon equitability	2	0.46136693370319853
Gold standard	genus	Shannon diversity	2	2.4859355649183077
Gold standard	genus	Shannon equitability	2	0.5580919940861359
Gold standard	species	Shannon diversity	2	3.0867287436719812
Gold standard	species	Shannon equitability	2	0.6372026283420396
Gold standard	strain	Shannon diversity	2	3.181621978291155
Gold standard	strain	Shannon equitability	2	0.61268022624639
Gold standard	cellular root	True positives	2	1.0
Gold standard	cellular root	False negatives	2	0.0
Gold standard	cellular root	False positives	2	0.0
Gold standard	cellular root	Completeness	2	1.0
Gold standard	cellular root	Purity	2	1.0
Gold standard	cellular root	F1 score	2	1.0
Gold standard	cellular root	Jaccard index	2	1.0
Gold standard	domain	True positives	2	2.0
Gold standard	domain	False negatives	2	0.0
Gold standard	domain	False positives	2	0.0
Gold standard	domain	Completeness	2	1.0
Gold standard	domain	Purity	2	1.0
Gold standard	domain	F1 score	2	1.0
Gold standard	domain	Jaccard index	2	1.0
Gold standard	kingdom	True positives	2	5.0
Gold standard	kingdom	False negatives	2	0.0
Gold standard	kingdom	False positives	2	0.0
Gold standard	kingdom	Completeness	2	1.0
Gold standard	kingdom	Purity	2	1.0
Gold standard	kingdom	F1 score	2	1.0
Gold standard	kingdom	Jaccard index	2	1.0
Gold standard	phylum	True positives	2	11.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	class	True positives	2	18.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	order	True positives	2	30.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	family	True positives	2	45.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	genus	True positives	2	86.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	species	True positives	2	127.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	strain	True positives	2	180.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	cellular root	L1 norm error	2	0.0
Gold standard	domain	L1 norm error	2	0.0
Gold standard	kingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	na	Weighted UniFrac (CAMI)	2	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	2	0.0
Gold standard	cellular root	Sum of abundances	2	1.0
Gold standard	domain	Sum of abundances	2	1.0
Gold standard	kingdom	Sum of abundances	2	1.0
Gold standard	phylum	Sum of abundances	2	0.999999
Gold standard	class	Sum of abundances	2	0.999995
Gold standard	order	Sum of abundances	2	0.9999859999999999
Gold standard	family	Sum of abundances	2	0.972764
Gold standard	genus	Sum of abundances	2	1.000016
Gold standard	species	Sum of abundances	2	1.000023
